"","artist","auction_year","auction_house","city","ID","exhibition","title","price","avg_estimate","dummy_signed","area","year_created","auction_lot","sale_rate_before","avg_price_sold_before","median_price_sold_before","num_artworks","avg_price_sold","median_price_sold","num_artists","sale_rate","img_url","volatility_before","volatility","skew_before","skew","medium","lots_per_artist","num_artworks_ratio","lot_position","caliber","artist_sale_rate","artist_volume","artist_num_sold","artist_avg_price","dummy_estimate_higher","artist_median_price_before","skew_before_type","price_increase_percent","total_publications","dummy_dead","recent_publications"
"11","Ad Reinhardt",2014,"Christie's London","London","c9ed80e13e4b4e71b0f17ae5cc3955a9","post-war & contemporary art day auction 07/02/2014","Black and White",64292,21949,1,2400,"1950",0.45398773006135,0.878787878787879,57299,38130,1,30134,8140,101,0.781021897810219,"http://www.askart.com/photos2/2014/COL20140702_83906/148.jpg",98650.722273048,57405.7591586781,4.44489184827202,7.22617751039618,"oil / canvas",3.22772277227723,0.00306748466257669,"2","Major",0.8,20,16,763749.9375,0,159349,"very positive",-0.862258313513106,193,1,0
"12","Ad Reinhardt",2016,"Christie's New York, Rockefeller Center","New York","0de34f6d1b9a4becb5558ade6ce49eb9","post-war & contemporary art evening sale 11/15/2016","Abstract Painting, Blue",732298,728655,1,480,"1954",0.630769230769231,0.857142857142857,7982364,4335500,1,6122391,3367500,34,0.882352941176471,"http://www.askart.com/photos/2016/CNY20161115_100898/41A_1.jpg",12100511.324148,10230915.5738627,3.88873177164212,4.76098998888244,"oil / canvas",1.91176470588235,0.0153846153846154,"3","Major",0.8,20,16,763749.9375,0,1216700,"very positive",-0.401121887071587,193,1,0
"13","Adolph Gottlieb",2010,"Phillips New York","New York","e724ecc723f945b6a2f1978b477fe6c8","contemporary art part i 05/13/2010","Black Note, 1971",389784,403026,1,2880,"1971",0.835526315789474,0.777777777777778,561632,434500,1,503151,422500,43,0.764705882352941,"http://www.askart.com/photos2/2014/PHL20100513_63718/127_001.jpg",377539.642164761,338631.855826364,1.68574219547636,1.55904387211392,"oil / canvas",3.53488372093023,0.00657894736842105,"4","Medium",0.9125,80,73,696644.767123288,0,65179.5,"slightly positive",5.18332451154121,261,1,3
"14","Adolph Gottlieb",2010,"Sotheby's New York","New York","6f490ca5fd014e408e146e1c96d829df","contemporary art day sale 11/10/2010","WHITE LINE #2",485121,344464,1,5148,"1968",0.266949152542373,0.684210526315789,227699,146500,4,225954,95500,127,0.803571428571429,"http://www.askart.com/photos2/2014/SNY20101110_65894/126.jpg",153448.505326648,214558.978652271,1.13070472745788,1.55904760720776,"oil / canvas",3.71653543307087,0.00847457627118644,"2","Major",0.9125,80,73,696644.767123288,1,65179.5,"slightly positive",4.28485183224787,261,1,3
"15","Adolph Gottlieb",2014,"Sotheby's New York","New York","3d0b12f1691f439b9ea0f46ccc5db020","contemporary art day sale 05/15/2014","RISING",512181,528022,1,2760,"1958",0.202177293934681,0.95,509944,305000,1,310288,161000,160,0.766917293233083,"http://www.askart.com/photos2/2014/SNY20140515_84354/130_1.jpg",531104.313574562,393816.296308713,1.81910701774783,3.72099282473335,"oil / canvas",4.01875,0.0015552099533437,"1","Major",0.9125,80,73,696644.767123288,1,173547,"slightly positive",2.04253026557647,261,1,0
"16","Adolph Gottlieb",2013,"Sotheby's New York","New York","6783bb339fd7440abda2dcdbe19c5f0e","contemporary curated 9/25/2013","UNTITLED",63712,53648,1,456,"1966",0.640591966173362,0.508474576271186,94590,24375,2,72175,34380,162,0.601659751037344,"http://www.askart.com/photos2/2014/SNY20130925_78290/303_1.jpg",292848.274510631,195565.931903852,7.03833667535471,10.1447382281229,"acrylic / paper",2.91975308641975,0.00422832980972516,"3","Major",0.9125,80,73,696644.767123288,0,585465,"very positive",-0.908366853697488,261,1,1
"17","Adolph Gottlieb",2013,"Sotheby's New York","New York","4af891d56ce045c595113759c26aaf91","contemporary art evening auction 05/14/2013","PINK SMASH",3560154,3774777,0,9720,"1959",0.6875,0.818181818181818,8167719,3805000,1,5974261,2285000,45,0.815384615384615,"http://www.askart.com/photos2/2014/SNY20130514_77361/44.jpg",9793437.51220967,8608699.75987743,2.31501110256552,2.90316207592332,"oil / canvas",1.42222222222222,0.015625,"3","Major",0.9125,80,73,696644.767123288,0,585465,"slightly positive",5.44748533217186,261,1,1
"18","Adolph Gottlieb",2016,"Christie's New York, Rockefeller Center","New York","78a75acc42ab44b199676122337a7977","post-war & contemporary morning session 05/11/2016","Anchors and Buoys",507201,183010,1,1728,"1952",0.617283950617284,0.766233766233766,469642,245000,1,298074,118750,85,0.784883720930233,"http://www.askart.com/photos/2016/CNY20160511_97275/200_1.jpg",515261.239499031,395922.50696181,1.46599021785397,2.38048576419405,"oil / canvas",3.81176470588235,0.00308641975308642,"3","Major",0.9125,80,73,696644.767123288,0,864229.5,"slightly positive",-0.788239119354292,261,1,0
"19","Adolph Gottlieb",2011,"Christie's New York, Rockefeller Center","New York","56785057091444e7aa511fa02b1f1f9c","post-war contemporary morning session ii 11/09/2011","Counterpoint",402563,277630,1,3456,"1966",0.965644171779141,0.754098360655738,314360,161500,3,287528,146500,84,0.740566037735849,"http://www.askart.com/photos2/2014/CNY20111109_69316/787.jpg",327581.851964584,315130.331321419,2.13107371853475,2.29402503331135,"oil / canvas",9.70238095238095,0.00368098159509202,"4","Major",0.9125,80,73,696644.767123288,0,202659.5,"slightly positive",0.369933311786519,261,1,2
"20","Adolph Gottlieb",2014,"Sotheby's New York","New York","3eea29f0599343f984e5667fbb516b08","contemporary art evening auction 11/11/2014","RED AND BLUE",2303269,2659664,1,9720,"1965",0.230769230769231,0.923076923076923,13368893,5765000,1,7036409,4029000,35,0.816326530612245,"http://www.askart.com/photos2/2014/SNY20141111_87094/18_1.jpg",13815828.5391149,8824579.48006589,1.32054045979371,3.05030438935211,"oil / canvas",2.22857142857143,0.0128205128205128,"1","Major",0.9125,80,73,696644.767123288,0,173547,"slightly positive",14.3253239756377,261,1,0
"21","Adolph Gottlieb",2010,"Sotheby's New York","New York","7b1afabdcce6411586a60d05bd68095f","contemporary art day sale 11/10/2010","UNTITLED",35881,40187,1,456,"1966",0.523305084745763,0.787610619469027,309068,212500,4,225954,95500,127,0.803571428571429,"http://www.askart.com/photos2/2014/SNY20101110_65894/247.jpg",230470.210280941,214558.978652271,1.00763636696299,1.55904760720776,"acrylic / paper",3.71653543307087,0.00847457627118644,"3","Major",0.9125,80,73,696644.767123288,0,65179.5,"slightly positive",-0.383441112619765,261,1,3
"22","Adolph Gottlieb",2010,"Christie's New York, Rockefeller Center","New York","1e48862bcbd04a28be70c44e9db2d5c6","post-war and contemporary morning session 11/11/2010","The Form of Thing",526456,200937,1,3003,"1958",0.480712166172107,0.833333333333333,422326,290500,4,285360,158500,75,0.823529411764706,"http://www.askart.com/photos2/2014/CNY20101111_65809/162.jpg",285114.489649047,282892.124799483,1.03115455021608,2.29429979632816,"oil / paper",4.49333333333333,0.0118694362017804,"2","Major",0.9125,80,73,696644.767123288,0,65179.5,"slightly positive",2.08282512139553,261,1,3
"23","Adolph Gottlieb",2013,"Sotheby's New York","New York","5711c36ce244419eb3abb63f6b05bfd7","contemporary art day auction 05/15/2013","BLACK SPREAD",303060,86280,1,432,"1961",0.242857142857143,0.882352941176471,456861,185000,6,283583,137000,213,0.742092457420925,"http://www.askart.com/photos2/2014/SNY20130515_77362/153.jpg",543015.240447287,414947.966475973,2.49571437170106,4.78086825424567,"oil / paper",2.95774647887324,0.00952380952380952,"1","Major",0.9125,80,73,696644.767123288,0,585465,"very positive",-0.852629960800389,261,1,1
"24","Adolph Gottlieb",2015,"Sotheby's New York","New York","38f636fdf35d49f0a84909185cd18ee0","contemporary art day auction 05/13/2015","DRIFT",1151548,528233,1,3455.7599,"1961",0.197389885807504,0.904761904761905,625275,334000,1,345724,162500,195,0.78978978978979,"http://www.askart.com/photos/2015/SNY20150513_89743/121_1.jpg",725540.834190304,431925.426241528,1.90808142919871,2.87258657124359,"oil / canvas",3.14358974358974,0.00163132137030995,"1","Major",0.9125,80,73,696644.767123288,0,607225,"slightly positive",-0.13008687059986,261,1,0
"25","Adolph Gottlieb",2014,"Christie's New York, Rockefeller Center","New York","04f236c11f1d487aa8ae8ba458bd577b","post-war and contemporary morning session 05/14/2014","Black Note",448818,448818,1,2880,"1971",0.405325443786982,0.846153846153846,707957,413000,4,370824,149000,73,0.865384615384615,"http://www.askart.com/photos2/2014/CNY20140514_82968/137.jpg",681410.580437545,514616.594486602,1.31783981899738,2.80766402077853,"oil / canvas",4.63013698630137,0.0118343195266272,"2","Major",0.9125,80,73,696644.767123288,0,173547,"slightly positive",1.58614669225051,261,1,0
"26","Adolph Gottlieb",2016,"Sotheby's New York","New York","f55c70324cfe41a1a9dbb93d82402cdf","contemporary art evening auction 11/17/2016","GREEN OVER BLACK",4228802,2602339,1,5392.4375,"1960",0.609375,0.921052631578947,5868893,2952500,1,5051043,2922500,39,0.918032786885246,"http://www.askart.com/photos/2016/SNY20161117_100216/39_1.jpg",7618080.33986199,6353802.94948611,2.2808288833746,2.78802390895431,"oil / canvas",1.64102564102564,0.015625,"3","Major",0.9125,80,73,696644.767123288,0,864229.5,"slightly positive",2.01116659405864,261,1,0
"27","Adolph Gottlieb",2011,"Sotheby's New York","New York","fc3e2d242ebd43309bf7995ef680dfb5","contemporary art day sale 11/10/2011","COBALT VIOLET DISC",202669,138815,1,720,"1965",0.232558139534884,0.525,356479,158500,5,225468,110500,172,0.719298245614035,"http://www.askart.com/photos2/2014/SNY20111110_70225/140.jpg",319318.670682928,246184.199219386,1.39772926593041,3.23387826097441,"oil / canvas",3.5,0.00830564784053156,"1","Major",0.9125,80,73,696644.767123288,0,202659.5,"slightly positive",-0.315033344106741,261,1,2
"28","Adolph Gottlieb",2011,"Christie's New York, Rockefeller Center","New York","764c1f096726435592aa66b1241b62dc","post-war and contemporary morning session 05/12/2011","Untitled",112183,38913,1,306.3825,"1967",0.939622641509434,0.88785046728972,248983,122500,2,229986,116500,60,0.901639344262295,"http://www.askart.com/photos2/2014/CNY20110512_66941/249.jpg",261454.710508515,247577.64930196,2.31155393845624,2.5315418602106,"acrylic / paper",4.41666666666667,0.00754716981132075,"4","Major",0.9125,80,73,696644.767123288,0,202659.5,"slightly positive",-0.807988275901204,261,1,2
"29","Adolph Gottlieb",2010,"Christie's New York, Rockefeller Center","New York","1c37dfccd2d9408db4be03b1d5f5ab74","post-war & contemporary art morning sale","Untitled",113423,115150,1,296.25,"1967",0.633333333333333,0.919540229885057,332502,188500,1,260758,146500,80,0.85,"http://www.askart.com/photos2/2014/CNY20100512_64338/209.jpg",327374.319796329,271074.882510543,3.14471272745589,3.54133111090921,"acrylic / paper",4.125,0.00303030303030303,"3","Major",0.9125,80,73,696644.767123288,0,65179.5,"very positive",0.766659762655436,261,1,3
"30","Adolph Gottlieb",2011,"Sotheby's New York","New York","a611575402b045a08c180c0e9b11cac4","contemporary art day sale 05/11/2011","NEW YEAR",683218,444731,1,2952,"1965",0.213355048859935,0.838709677419355,279239,182500,2,230460,122500,195,0.630606860158311,"http://www.askart.com/photos2/2014/SNY20110511_67885/131.jpg",227143.624897026,237226.751564915,1.40849680525815,2.92638502072369,"oil / canvas",3.14871794871795,0.00325732899022801,"1","Major",0.9125,80,73,696644.767123288,1,202659.5,"slightly positive",1.19447398222141,261,1,2
"31","Adolph Gottlieb",2013,"Phillips New York","New York","17c026b07a7f42f0905b2fd561f8229e","contemporary art day 11/12/2013","Volcanic, 1971",173547,134741,1,733.5625,"1971",0.642622950819672,0.769230769230769,108971,68750,1,93933,62500,112,0.737226277372263,"http://www.askart.com/photos2/2014/PHL20131112_79133/196.jpg",92402.8092821858,90506.8397409723,1.89108692580764,2.42401810062047,"oil / linen",2.72321428571429,0.00327868852459016,"3","Medium",0.9125,80,73,696644.767123288,1,585465,"slightly positive",-0.769856438898995,261,1,1
"32","Adolph Gottlieb",2011,"Christie's New York, Rockefeller Center","New York","02c4d4440d2f4770b249d9d93668fbbc","post-war contemporary evening sale 11/08/2011","Black Emblems",602457,444208,1,7560,"1971",0.804347826086957,0.822222222222222,5457771,2826500,1,4512707,2042500,38,0.82258064516129,"http://www.askart.com/photos2/2014/CNY20111108_69315/74.jpg",7513058.58393304,6608292.02594681,3.79766831799554,4.39444303848616,"oil / canvas",2.42105263157895,0.0108695652173913,"4","Major",0.9125,80,73,696644.767123288,0,202659.5,"very positive",1.19189329885843,261,1,2
"33","Adolph Gottlieb",2016,"Sotheby's New York","New York","816326e882f84f9ba01385d20a2eafbb","contemporary curated 9/29/2016","UNTITLED",39022,36421,0,197.5925,"1973",0.0690690690690691,0.818181818181818,84954,68750,1,71261,35000,184,0.766666666666667,"http://www.askart.com/Photos/2016/SNY20160929_100052/23_1.jpg",69630.7334674128,100237.026798092,2.27144475838066,4.32569785902699,"acrylic / paper",1.80978260869565,0.003003003003003,"1","Major",0.9125,80,73,696644.767123288,0,864229.5,"slightly positive",-0.957857258980398,261,1,0
"34","Adolph Gottlieb",2010,"Sotheby's New York","New York","e6ed529ce1a340aca95a333ea93d42a3","contemporary art day sale 11/10/2010","MACHINE",45928,34446,1,80,"1955",0.516949152542373,0.781818181818182,318364,215500,4,225954,95500,127,0.803571428571429,"http://www.askart.com/photos2/2014/SNY20101110_65894/244.jpg",230267.580219334,214558.978652271,0.975833984727223,1.55904760720776,"oil / canvas",3.71653543307087,0.00847457627118644,"3","Major",0.9125,80,73,696644.767123288,0,65179.5,"slightly positive",-0.471520953674085,261,1,3
"35","Adolph Gottlieb",2013,"Christie's New York, Rockefeller Center","New York","da9190c082db47beaa89f374531607dd","post-war & contemporary morning sale 05/16/2013","Untitled",146407,32355,0,432,"1973",0.73469387755102,0.805194805194805,410464,231750,2,359354,171750,76,0.779591836734694,"http://www.askart.com/photos2/2014/CNY20130516_76490/252.jpg",390092.229123909,396853.927564509,1.71863855405617,2.59470419256381,"acrylic / paper",4.51315789473684,0.00583090379008746,"3","Major",0.9125,80,73,696644.767123288,0,585465,"slightly positive",-0.944736235300146,261,1,1
"36","Adolph Gottlieb",2013,"Christie's New York, Rockefeller Center","New York","93507341aa6b42238a379c37d782d85c","post-war and contemporary morning session 11/13/2013","UNTITLED STILL LIFE",107793,37727,1,148.8,"1961",0.345890410958904,0,0,0,1,380482,179000,64,0.807692307692308,"http://www.askart.com/photos2/2014/CNY20131113_79959/101.jpg",0,448487.819024529,0,2.68830035072514,"ink / paperboard",4.5625,0.00342465753424658,"2","Major",0.9125,80,73,696644.767123288,1,585465,"slightly positive",-0.935560622752855,261,1,1
"37","Adolph Gottlieb",2012,"Sotheby's New York","New York","8e1fd1fffe134eac843e1442b2a50a0f","contemporary art day auction 11/14/2012","MAN AND ARROW #2",264632,109126,1,1140,"1950",0.248756218905473,0.74,498736,236500,5,301122,134500,216,0.733490566037736,"http://www.askart.com/photos2/2014/SNY20121114_74726/150.jpg",608699.545622271,476692.43859904,3.14198411074619,6.1079456101998,"oil / canvas",2.79166666666667,0.00829187396351575,"1","Major",0.9125,80,73,696644.767123288,0,302616,"very positive",-0.639391175615301,261,1,1
"38","Adolph Gottlieb",2015,"Christie's New York, Rockefeller Center","New York","8424d316faeb4863a80b91d62eb89738","post-war & contemporary day sale session ii 05/14/2015","Red Ground",487031,132058,1,900,"1961",0.647342995169082,0.5,92440,87500,3,375621,185000,55,0.814102564102564,"http://www.askart.com/photos/2015/CNY20150514_88726/402_1.jpg",0,454107.468481235,0,2.39795154774447,"oil / paper",11.2909090909091,0.00483091787439614,"3","Major",0.9125,80,73,696644.767123288,1,607225,"slightly positive",-0.782522129358969,261,1,0
"39","Adolph Gottlieb",2011,"Sotheby's New York","New York","74103e5b708c4fea85eae7ef876610e7","contemporary art day sale 11/10/2011","UNTITLED",72072,33315,1,140,"1965",0.240863787375415,0.555555555555556,320942,158500,5,225468,110500,172,0.719298245614035,"http://www.askart.com/photos2/2014/SNY20111110_70225/145.jpg",302060.317314274,246184.199219386,1.65522785295959,3.23387826097441,"acrylic / paper",3.5,0.00830564784053156,"1","Major",0.9125,80,73,696644.767123288,0,202659.5,"slightly positive",-0.835610963216627,261,1,2
"40","Adolph Gottlieb",2011,"Sotheby's New York","New York","a30f72121a79487eae9818bcae531325","contemporary art day sale 05/11/2011","ORANGE AND LAVENDER",136198,66709,1,1205.2,"1970",0.258957654723127,0.796610169491525,297733,182500,2,230460,122500,195,0.630606860158311,"http://www.askart.com/photos2/2014/SNY20110511_67885/159.jpg",249597.138057294,237226.751564915,1.30566431305355,2.92638502072369,"acrylic / paper",3.14871794871795,0.00325732899022801,"2","Major",0.9125,80,73,696644.767123288,0,202659.5,"slightly positive",-0.670832110017048,261,1,2
"41","Adolph Gottlieb",2013,"Christie's New York, Rockefeller Center","New York","f8032fcd90a94df2a26a289d1d672f0c","post-war & contemporary evening sale 05/15/2013","Balance",3515665,1078507,1,5400,"1960",0.333333333333333,0.875,9921180,4603750,1,8200604,4267750,42,0.902777777777778,"http://www.askart.com/photos2/2014/CNY20130515_76489/24.jpg",15414403.9314648,11888705.002549,2.34775816246037,3.02711372517109,"oil / canvas",1.71428571428571,0.0138888888888889,"2","Major",0.9125,80,73,696644.767123288,0,585465,"slightly positive",0.842137446303366,261,1,1
"42","Adolph Gottlieb",2014,"Christie's New York, Rockefeller Center","New York","aaf1c468ebae46938fee63e222a8e5cc","post-war & contemporary art morning session 11/13/2014","Untitled",106386,106386,0,453.12,"1968",0.271317829457364,0.75,279176,341000,1,357927,137000,93,0.841269841269841,"http://www.askart.com/photos2/2014/CNY20141113_86048/105_1.jpg",173944.475495934,513130.421917344,-0.585452723484155,3.28123544575296,"acrylic / paper",4.16129032258065,0.00258397932816537,"2","Major",0.9125,80,73,696644.767123288,0,173547,"slightly negative",-0.386990267766081,261,1,0
"43","Adolph Gottlieb",2010,"Christie's New York, Rockefeller Center","New York","10df50d41a4846ae9fe3bfbe48d4badb","post-war and contemporary morning session 11/11/2010","Two Bars",278442,344464,1,10296,"1964",0.741839762611276,0.846153846153846,375629,236500,4,285360,158500,75,0.823529411764706,"http://www.askart.com/photos2/2014/CNY20101111_65809/250.jpg",324020.842972432,282892.124799483,1.75336592288945,2.29429979632816,"oil / canvas",4.49333333333333,0.0118694362017804,"3","Major",0.9125,80,73,696644.767123288,0,65179.5,"slightly positive",4.28485183224787,261,1,3
"44","Adolph Gottlieb",2013,"Cornette De Saint Cyr","Paris","b018fb955a74498f8e321647d779921e","contemporary art 1 10/26/2013","CAVE, 1952",70525,70702,1,720.6,"1952",0.238095238095238,0.25,4652,4325,1,20361,14850,25,0.448275862068966,"http://www.askart.com/photos2/2014/CDC20131026_80092/10.jpg",1985,18022.3852915654,0,1.12985547789009,"oil / canvas",1.68,0.0238095238095238,"1","Major",0.9125,80,73,696644.767123288,1,585465,"slightly positive",-0.879237870752308,261,1,1
"45","Adolph Gottlieb",2012,"Christie's New York, Rockefeller Center","New York","de8552e4021d42a8b3a2b8e4678af1cf","post-war & contemporary morning session 11/15/2012","Flotsam",880108,654761,1,5376,"1973",0.861971830985915,0.811320754716981,375038,224500,3,335101,170500,84,0.816326530612245,"http://www.askart.com/photos2/2014/CNY20121115_74493/306.jpg",361074.586267569,345327.062673662,1.97789473322946,2.09273524815233,"oil / canvas",4.22619047619048,0.00845070422535211,"4","Major",0.9125,80,73,696644.767123288,1,302616,"slightly positive",1.16366946889788,261,1,1
"46","Adolph Gottlieb",2012,"Christie's New York, Rockefeller Center","New York","0e7aabc9a2174c0cb8b821309c7b5c26","post-war & contemporary morning session 11/15/2012","Red & Green",552727,654761,1,2178,"1963",0.791549295774648,0.81294964028777,406305,266500,3,335101,170500,84,0.816326530612245,"http://www.askart.com/photos2/2014/CNY20121115_74493/281.jpg",371755.572083759,345327.062673662,1.88762274114361,2.09273524815233,"oil / canvas",4.22619047619048,0.00845070422535211,"4","Major",0.9125,80,73,696644.767123288,1,302616,"slightly positive",1.16366946889788,261,1,1
"47","Adolph Gottlieb",2017,"Phillips New York","New York","ab453d319f694532888c44df9429c647","20th century & contemporary art evening sale 5/18/2017","Shadows",1057356,615935,1,2880,"1971",0.3,0.916666666666667,5915782,3610000,1,3048767,1252000,33,0.9,"http://www.askart.com/Photos/2017/PHL20170518_104110/12_1.jpg",7761360.10914335,5100653.07244397,2.30425671729668,3.87544215119094,"acrylic / canvas",1.21212121212121,0.025,"2","Medium",0.9125,80,73,696644.767123288,0,311641,"slightly positive",0.976424796480566,261,1,1
"48","Adolph Gottlieb",2017,"Sotheby's New York","New York","902d0d59e6c8464a9b03488d3724c872","contemporary art day auction 5/19/2017","UNTITLED",407030,256639,1,252,"1965",0.246376811594203,0.833333333333333,988741,732500,1,425464,187500,117,0.862068965517241,"http://www.askart.com/photos/2017/SNY20170519_104880/136_1.jpg",865873.80974366,571875.855572086,1.29495613629109,2.50307456919622,"oil / canvas",4.71794871794872,0.00181159420289855,"1","Major",0.9125,80,73,696644.767123288,0,311641,"slightly positive",-0.176491539945001,261,1,1
"49","Adolph Gottlieb",2018,"Sotheby's New York","New York","40ea5121e0f141d39539b9fc61803cf1","contemporary art day auction 11/15/2018","MOOD",1175234,996806,1,2880,"1969",0.256272401433692,0.928571428571429,507335,306250,3,368516,225000,169,0.826498422712934,"http://www.askart.com/Photos/2018/SNY20181115_114525/143_1.jpg",726085.192559415,449085.902440238,2.45825861597157,3.1105659044659,"oil / canvas",3.30177514792899,0.00537634408602151,"2","Major",0.9125,80,73,696644.767123288,1,732193,"very positive",0.361397882798661,261,1,1
